EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,ACALD_flux,ACALDt_flux,ACKr_flux,ACONTa_flux,ACONTb_flux,ACt2r_flux,ADK1_flux,AKGDH_flux,AKGt2r_flux,ALCD2x_flux,ATPM_flux,ATPS4r_flux,Biomass_Ecoli_core_flux,CO2t_flux,CS_flux,CYTBD_flux,D_LACt2_flux,ENO_flux,ETOHt2r_flux,EX_ac_e_flux,EX_acald_e_flux,EX_akg_e_flux,EX_co2_e_flux,EX_etoh_e_flux,EX_for_e_flux,EX_fru_e_flux,EX_fum_e_flux,EX_glc__D_e_flux,EX_gln__L_e_flux,EX_glu__L_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_lac__D_e_flux,EX_mal__L_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,EX_pyr_e_flux,EX_succ_e_flux,FBA_flux,FBP_flux,FORt2_flux,FORti_flux,FRD7_flux,FRUpts2_flux,FUM_flux,FUMt2_2_flux,G6PDH2r_flux,GAPD_flux,GLCpts_flux,GLNS_flux,GLNabc_flux,GLUDy_flux,GLUN_flux,GLUSy_flux,GLUt2r_flux,GND_flux,H2Ot_flux,ICDHyr_flux,ICL_flux,LDH_D_flux,MALS_flux,MALt2_2_flux,MDH_flux,ME1_flux,ME2_flux,NADH16_flux,NADTRHD_flux,NH4t_flux,O2t_flux,PDH_flux,PFK_flux,PFL_flux,PGI_flux,PGK_flux,PGL_flux,PGM_flux,PIt2r_flux,PPC_flux,PPCK_flux,PPS_flux,PTAr_flux,PYK_flux,PYRt2_flux,RPE_flux,RPI_flux,SUCCt2_2_flux,SUCCt3_flux,SUCDi_flux,SUCOAS_flux,TALA_flux,THD2_flux,TKT1_flux,TKT2_flux,TPI_flux
0.2906,7.6818,1.992,9.6015,,,,,,,,0.2158,,1.6424,100,100,100,100,100,100,0.0,0.0,0.0,10.133341093567722,10.133341093567722,0.0,0.0,9.001912935896112,0.0,0.0,8.39,66.12691959395298,1.2103042239236335,-39.321798598817864,10.133341093567722,64.6012317710795,1.992,8.958485776233905,0.0,0.0,0.0,0.0,39.321798598817864,0.0,0.0,-7.6818,0.0,-0.2906,0.0,-1.6424,9.400402731908024,35.25183868756713,-1.992,0.0,-4.957146872210785,-32.30061588553974,-4.4523461485478695,-9.6015,0.0,4.810163002143009,0.0,0.0,0.0,0.0,7.6818,10.469943866376523,0.0,5.8750421589604604,10.769100895223659,0.2906,0.30947479005727463,0.0,-4.647672082153514,0.0,0.0,1.6424,5.87504215896046,-35.25183868756713,8.665310163087312,1.4680309304804107,1.9919999999999998,1.4680309304804107,0.0,11.937974796856942,0.0,0.0,54.131287904702965,0.0,4.957146872210786,32.30061588553974,16.137350194469125,4.810163002143009,0.0,-5.832554524864806,-10.76910089522366,5.875042158960461,-8.958485776233905,4.4523461485478695,0.3578168535951462,0.0,0.0,0.0,0.0,9.6015,3.0467280964839993,-2.8283140624764607,0.0,0.0,10.469943866376523,-9.001912935896112,1.741823960660216,0.0,1.7418239606602157,1.3049041358237852,4.810163002143009
,,1.0727,1.0877,0.3315,0.2708,1.5651,1.1222,,,,0.9602,,,100,100,100,100,100,100,0.0,0.0,0.33149999999999996,2.956293415721308,2.956293415721308,0.3315,0.0,3.0365455224539137,0.2708,0.0,8.39,17.588219452705772,0.17661311823838446,-11.731540446806433,2.9562934157213077,17.615916041622075,1.0727,-0.7337038770977209,0.0,-0.3315,0.0,-0.2708,11.731540446806433,0.0,0.0,0.0,-1.1222,0.0,0.0,0.0,-4.865240848138004,7.579261045302117,-1.0727,0.0,-0.9630360111302627,-8.807958020811038,-0.6497066780635439,-1.0877,-1.5651,-0.175677068711721,0.17567706871172087,0.0,0.0,0.0,0.0,5.7238455224539155,1.1222,1.6207325748346392e-16,-0.4694906522130974,0.0,0.04515997433355495,-8.841863155837923e-17,-0.9178760367967079,0.0,0.0,0.0,0.0,-7.579261045302117,2.9562934157213068,0.0,1.0726999999999998,6.495376467545623e-16,0.0,4.097231820853096,0.0,1.6266137016008204,13.01427051916816,1.364133037427573,0.9630360111302627,8.807958020811038,3.286704060255125,0.0,0.0,-0.036205689238869,0.46949065221309744,0.0,0.7337038770977209,0.6497066780635439,0.0,0.8253837467752668,0.0,-0.33149999999999996,0.0,1.0877,-0.12694950938975127,-0.1269495093897506,1.5651,0.0,4.601645522453915,-3.036545522453914,-0.031596086852847205,0.0,-0.031596086852847205,-0.09535342253690399,-0.175677068711721
5.991,5.2997,,1.2639,4.1594,0.3308,0.1816,0.5564,0.656,0.1493,0.3398,2.044,8.1527,,100,100,100,100,100,100,0.48910000000000003,0.3398,4.1594,12.700320201182857,12.700320201182857,4.1594,0.0,19.29990497651483,0.3308,0.1493,8.39,95.33912949826215,1.7461444292038397,-54.51835074301599,12.700320201182855,92.95306633682686,0.0,14.311273281527866,0.1493,-4.1594,-0.3398,-0.3308,54.51835074301599,-0.1493,0.0,-5.2997,-0.5564,-5.991,-8.1527,0.0,9.849357249828989,39.05326522310843,0.0,-0.656,6.784023656437305,-46.476533168413425,-6.423541511712124,-1.2639,-0.1816,8.537691220040331,0.0,0.0,0.0,0.0,5.2997,20.03790497651483,0.5564,3.0483567486918206,16.923505347616814,5.991,0.0,8.1527,6.784023656437308,0.0,7.706210869452581,0.0,3.04835674869182,-39.05326522310843,12.700320201182857,0.0,0.0,0.0,0.656,15.820156452841356,0.0,4.873748523673475,73.47156136031202,0.0,-6.784023656437303,46.476533168413425,14.596020292953005,8.537691220040331,0.0,2.58468364332139,-16.923505347616814,3.0483567486918206,-14.311273281527866,6.423541511712124,0.0,0.0,0.0,-4.159399999999999,2.1141497083281555,1.2639,0.7771092167494943,-2.271247531942326,0.1816,0.0,19.48150497651483,-19.29990497651483,0.7037336778460404,0.0,0.7037336778460402,0.07337553890345382,8.537691220040331
,,0.342,0.4962,,,5.7182,1.3535,2.27,,,3.9342,5.0253,2.0745,100,100,100,100,100,100,0.0,0.0,0.0,5.585989192769469,5.585989192769469,0.0,0.0,11.792255056538908,0.0,0.0,8.39,57.229126058069895,0.8281899492358531,-40.13636261529372,5.585989192769469,57.79658442996429,0.342,-3.4405495061105085,0.0,0.0,0.0,0.0,40.13636261529372,0.0,0.0,0.0,-1.3535,0.0,-5.0253,-2.0745,-17.10770961832884,15.752929481507287,-0.342,-2.27,7.609145844806737,-28.898292214982142,-3.046662366253951,-0.4962,-5.7182,-0.8238005425049034,0.8238005425049035,0.0,0.0,0.0,0.0,18.863955056538906,1.3535,0.0,-2.2015773420536706,0.0,0.0,5.025299999999999,7.609145844806739,0.0,4.813531829980393,2.0745,0.0,-15.752929481507287,5.585989192769469,0.0,0.342,0.0,2.27,10.936179083828009,0.0,10.197775972710902,40.286129373425375,7.789803340656961,-7.609145844806738,28.898292214982142,8.689879484515599,0.0,0.0,-0.1697789395933497,2.2015773420536693,0.0,3.4405495061105085,3.0466623662539503,0.0,3.8704629087588405,0.0,0.0,0.0,0.49620000000000003,-0.59530293551073,-0.5953029355107298,5.7182,0.0,17.51045505653891,-11.79225505653891,-0.14816318191829342,0.0,-0.14816318191829342,-0.44713975359243663,-0.8238005425049034
5.7298,8.3682,6.5675,1.2953,,0.2866,0.1005,0.1024,,0.853,,4.3641,,,100,100,100,100,100,100,0.8530000000000001,0.0,0.0,11.339190283542242,11.339190283542244,0.0,0.0,9.071402408351195,0.2866,0.853,8.39,85.3058530774269,1.6213573697705643,-43.1293264507288,11.339190283542242,82.0419503910741,6.5675,18.291202880516835,0.853,0.0,0.0,-0.2866,43.1293264507288,-0.853,0.0,-8.3682,-0.1024,-5.7298,0.0,0.0,23.682628837597484,53.619142075085485,-6.5675,0.0,-8.840937465884927,-41.02097519553704,-5.96448735617493,-1.2953,-0.1005,9.316043626043909,0.0,0.0,0.0,0.0,8.3682,10.079407817296786,0.1024,9.507576594735932,20.7167535056936,5.729800000000001,0.4145810794503331,0.0,-8.426356386434593,0.0,0.0,0.0,9.50757659473593,-53.619142075085485,10.534084874596656,0.8051054089455879,6.567499999999999,0.8051054089455856,0.0,10.884513226242374,0.0,0.0,72.0649425737773,0.0,8.840937465884926,41.02097519553704,17.36781884291395,9.316043626043909,0.0,-4.1101548555388945,-20.7167535056936,9.507576594735932,-18.291202880516835,5.96448735617493,3.3515562698689343,0.0,0.0,0.0,0.0,1.2953000000000001,5.1729527190995395,-4.3346238756363915,0.1005,0.0,9.977007817296785,-9.071402408351197,2.8791313647933565,0.0,2.8791313647933565,2.293821354306183,9.316043626043909
,,0.3687,4.789,0.732,0.1807,,0.1089,,3.2166,,,0.2286,0.6086,100,100,100,100,100,100,3.2166000000000006,0.0,0.732,5.378593740205074,5.378593740205074,0.732,1.4652084628880373,6.025553571666816,0.1807,3.2166,8.39,27.874464284070385,0.3438132992290806,-14.264253144656857,5.378593740205073,27.96134117883625,0.3687,-1.4283035889873712,3.2166,-0.732,0.0,-0.1807,14.264253144656857,-3.2166,0.0,0.0,-0.1089,0.0,-0.2286,-0.6086,-1.246405217464655,12.71412674156118,-0.3687,0.0,-0.8089451580363308,-13.980670589418123,-1.2647859838740276,-4.789,0.0,-0.34199108874316664,0.3419910887431677,0.0,0.0,0.0,0.0,6.134453571666819,0.1089,2.341268516586925e-15,-0.9139588933406675,0.0,0.0,0.22859999999999997,-0.8089451580363308,0.0,0.14068693938712387,0.6086,0.0,-12.71412674156118,5.378593740205069,0.0,0.3687,3.031175684854624e-15,0.0,6.134453571666821,0.0,0.0,21.935787607169427,0.0,0.8089451580363306,13.980670589418123,2.7185372230558222,0.0,0.0,-0.07048172634196415,0.9139588933406677,0.0,1.4283035889873714,1.2647859838740274,0.0,0.14156860972915047,1.4652084628880373,-0.732,0.0,4.789,-0.24713299948586223,-0.2471329994858641,0.0,0.0,6.025553571666819,-6.0255535716668165,-0.06150819923208194,0.05020363824491929,-0.06150819923208194,-0.18562480025378025,-0.34199108874316664
,,5.5344,,0.1234,0.1107,8.6647,3.1572,0.182,0.112,8.8507,3.2849,,,100,100,100,100,100,100,8.962700000000002,8.8507,0.1234,12.27197056478599,12.27197056478599,0.1234,0.0,11.277520960855822,0.1107,0.112,8.39,66.27305571531724,1.0243299693485666,-39.753625989387096,12.271970564785988,70.64899622364642,5.5344,-4.25537399166475,0.112,-0.1234,-8.8507,-0.1107,39.753625989387096,-0.112,0.0,0.0,-3.1572,0.0,0.0,0.0,-9.338940814867854,31.944755218109755,-5.5344,-0.182,-5.585466456863874,-35.32449811182321,-3.7682026582425583,0.0,-8.6647,-1.018901020511019,1.018901020511019,0.0,0.0,0.0,0.0,23.09942096085582,3.1572,0.0,-2.7229763575192947,0.0,0.26192117316242897,0.0,-5.323545283701434,0.0,0.0,0.0,0.0,-31.944755218109755,12.27197056478599,0.0,5.534399999999999,0.0,0.182,18.88924459977466,0.0,4.392176361081157,50.70677526279061,0.0,5.5854664568638634,35.32449811182321,7.024854423910537,0.0,0.0,-0.20998764371645615,2.722976357519295,0.0,4.25537399166475,3.7682026582425583,0.0,4.787103678753589,0.0,-0.12340000000000001,0.0,0.0,-0.7362883819677497,-0.7362883819677497,8.6647,0.0,19.942220960855817,-11.277520960855822,-0.18325263151645863,2.00426676551049,-0.1832526315164586,-0.5530357504512912,-1.018901020511019
0.3951,,,4.7851,3.5127,,,1.1325,,,,,5.11,4.4858,100,100,100,100,100,100,0.0,0.0,3.5127,7.297830252638931,7.297830252638931,3.5127,0.0,15.937075037871669,0.0,0.0,8.39,59.41831019091621,0.8866022937874355,-38.530496086728796,7.297830252638931,58.36509034976228,0.0,-2.8930119090811433,0.0,-3.5127,0.0,0.0,38.530496086728796,0.0,0.0,0.0,-1.1325,-0.3951,-5.11,-4.4858,-11.969157986624264,13.637161835594016,0.0,0.0,9.871335012435857,-29.182545174881138,-3.2615438581558345,-4.7851,0.0,-0.4868033016303698,0.48680330163036195,0.0,0.0,0.0,0.0,17.069575037871672,1.1325,0.0,-1.5666548775751397,0.39510000000000006,0.0,5.11,4.9880392189573,4.883295793478553,0.0,4.4858,0.0,-13.637161835594016,7.297830252638932,0.0,0.0,0.0,0.0,12.630269730735144,0.0,4.439305307136513,42.428015311890604,5.174608755499419,-9.871335012435853,29.182545174881138,7.107938329295481,0.0,0.0,0.2133465297735712,1.5666548775751397,0.0,2.8930119090811433,3.2615438581558345,0.0,3.748347159786201,0.0,-3.5127,0.0,4.7851,-0.6372897287744095,-0.6372897287744095,0.0,0.0,15.93707503787167,-15.93707503787167,-0.15861315035857299,0.0,-0.158613150358573,-0.4786765784158365,-0.4868033016303698
,2.8109,,3.1022,,0.438,,,,0.7667,,0.2516,0.4206,,100,100,100,100,100,100,0.7667000000000002,0.0,0.0,4.135403355270623,4.135403355270624,0.0,0.0,4.555501602254936,0.438,0.7667,8.39,26.298982222278042,0.406434102340983,-14.702393557828294,4.135403355270623,25.599630184223773,0.0,3.4581411153292176,0.7667,0.0,0.0,-0.438,14.702393557828294,-0.7667,0.0,-2.8109,0.0,0.0,-0.4206,0.0,3.333668092960111,13.189722132920974,0.0,0.0,-1.3750038732449092,-12.799815092111883,-1.4951491322817796,-3.1022,0.0,1.9314103050857885,0.0,0.0,0.0,0.0,2.8109,4.555501602254937,0.0,1.4256290799468991,4.066166532431328,0.0,0.0,0.42059999999999986,-1.6916786732763203,0.3166748000314106,0.0,0.0,1.425629079946899,-13.189722132920974,4.135403355270624,0.0,0.0,0.0,0.0,4.555501602254939,0.0,0.0,21.044128581968835,0.0,1.3750038732449084,12.799815092111883,4.891937084024157,1.9314103050857887,0.0,-1.5089480709268013,-4.066166532431328,1.4256290799468994,-3.4581411153292176,1.4951491322817796,0.3060775636683204,0.0,0.0,0.0,0.13018360913569468,3.1022000000000003,0.6582745538685675,-0.7673545260783317,0.0,0.0,4.555501602254937,-4.555501602254937,0.40249863240683115,0.0,0.40249863240683115,0.25577592146173617,1.9314103050857885
0.1006,,8.6104,0.3876,0.8398,3.9228,0.2349,,1.5727,0.1086,,,6.663,,100,100,100,100,100,100,0.10860000000000002,0.0,0.8397999999999999,7.5230924419010865,7.523092441901087,0.8398,0.0,16.96135140218091,3.9228,0.1086,8.39,70.0429920277753,1.0636213177497176,-44.39086301250189,7.523092441901086,68.26312081410289,8.6104,-4.217402040327653,0.1086,-0.8398,0.0,-3.9228,44.39086301250189,-0.1086,0.0,0.0,0.0,-0.1006,-6.663,0.0,-13.28835636594066,22.21750613951793,-8.6104,-1.5727,7.526285678574346,-34.13156040705143,-3.912743741605871,-0.3876,-0.2349,-0.9573841247656436,0.9573841247656452,0.0,0.0,0.0,0.0,17.19625140218091,0.0,0.0,-2.626224548974073,0.10060000000000001,0.0,6.6629999999999985,1.1352536495229442,6.391032029051397,0.0,0.0,0.0,-22.21750613951793,7.5230924419010865,0.0,8.610399999999998,0.0,1.5726999999999998,14.293592516696028,0.0,4.47535888548488,51.066869411921964,0.0,-7.526285678574339,34.13156040705143,10.56093241656348,0.0,0.0,-0.11744237013869206,2.6262245489740734,0.0,4.217402040327652,3.912743741605871,0.0,4.870127866371526,0.0,-0.8397999999999999,0.0,0.38760000000000006,-0.7645310031984981,-0.7645310031984981,0.2349,0.0,17.19625140218091,-16.96135140218091,-0.19028185374542503,0.7230471886026293,-0.190281853745425,-0.574249149453073,-0.9573841247656436
0.8137,0.9118,0.1396,,0.3831,,1.585,0.1055,,2.4545,,,0.6095,,100,100,100,100,100,100,2.4545,0.0,0.38309999999999994,3.791188619104125,3.7911886191041257,0.3831,0.0,4.030314466399111,0.0,2.4545,8.39,24.69871418435026,0.34328867615628483,-11.647678741831243,3.7911886191041244,25.00510540665392,0.1396,1.9349632636043446,2.4545,-0.3831,0.0,0.0,11.647678741831243,-2.4545,0.0,-0.9118,-0.1055,-0.8137,-0.6095,0.0,1.7636708436950574,12.978330774424082,-0.1396,0.0,-0.6528844933449884,-12.502552703326959,-1.2628560529761268,0.0,-1.585,1.294118164787742,0.0,0.0,0.0,0.0,0.9118000000000002,5.720814466399111,0.1055,0.2697377671188047,2.448523123134147,0.8137000000000001,0.0,0.6094999999999999,-1.1746055788518273,0.5217210855068379,0.0,0.0,0.2697377671188047,-12.978330774424082,3.7911886191041253,0.0,0.13959999999999997,0.0,0.0,4.404542496792558,0.0,1.3162719696065548,19.38979094025481,0.0,0.652884493344989,12.502552703326959,2.2401659196026484,1.2941181647877422,0.0,0.47358805426915696,-2.448523123134147,0.26973776711880476,-1.9349632636043446,1.2628560529761268,0.0,0.0,0.0,-0.38309999999999994,0.031262111811616644,0.0,-0.06693072234193433,-0.336668489460739,1.585,0.0,5.615314466399111,-4.030314466399111,0.028498244875242208,0.0,0.028498244875242204,-0.09542896721717657,1.294118164787742
0.1396,0.2635,5.8219,3.5613,0.1088,,7.6291,,,0.4921,,1.1708,0.922,,100,100,100,100,100,100,0.4921,0.0,0.10879999999999998,8.420288454454415,8.420288454454415,0.1088,0.0,8.507789796809076,0.0,0.4921,8.39,51.635917564416346,0.7734717375524516,-33.98092347258668,8.420288454454415,55.045225593604584,5.8219,-2.4070336393141503,0.4921,-0.1088,0.0,0.0,33.98092347258668,-0.4921,0.0,-0.2635,0.0,-0.1396,-0.922,0.0,-11.078356944697816,26.150900997613746,-5.8219,0.0,-2.3735866905260035,-27.522612796802285,-2.845370480934233,-3.5613,-7.6291,-0.36627233734342307,0.3662723373434232,0.0,0.0,0.0,0.2635,16.136889796809076,0.0,0.0,-1.2499199199356825,0.13960000000000003,0.0,0.9219999999999999,-3.0978099672338417,0.7242232767078381,0.0,2.5264228975060226e-15,0.0,-26.150900997613746,8.420288454454415,0.0,5.821899999999999,0.0,0.0,13.013893226217007,0.0,3.1229965705920737,38.9083357967955,0.0,2.3735866905260035,27.522612796802285,10.718205832453492,0.0,0.0,-0.01896170619825255,1.2499199199356825,0.0,2.4070336393141503,2.8453704809342324,0.0,3.2116428182776264,0.0,-0.10879999999999998,0.0,3.5613,-0.555971484952701,-0.555971484952701,7.629099999999999,0.0,16.136889796809076,-8.507789796809076,-0.13837409384813307,1.6312373918469358,-0.13837409384813304,-0.4175973911045679,-0.36627233734342307
0.1209,,8.0002,,0.1772,,,,,,,,,2.1916,100,100,100,100,100,100,0.0,0.0,0.17719999999999997,4.4545866652706545,4.4545866652706545,0.1772,0.9745401661891654,6.1757810895575,0.0,0.0,8.39,32.388848796318335,0.43600479721304797,-17.483997852200158,4.454586665270654,31.768265412284308,8.0002,-1.5694947290621648,0.0,-0.1772,0.0,0.0,17.483997852200158,0.0,0.0,0.0,0.0,-0.1209,0.0,-2.1916,-3.8143437679062706,16.276831197018872,-8.0002,0.0,-0.18584695824330616,-15.884132706142152,-1.6039308475076466,0.0,0.0,-0.31279397178781915,0.31279397178781876,0.0,0.0,0.0,0.0,6.1757810895575,0.0,0.0,-0.9172315524314454,0.12090000000000001,0.11148642664737635,0.0,-0.07436053159592888,0.0,0.0,2.1916000000000015,0.0,-16.276831197018872,4.4545866652706545,1.5765002079793269e-16,8.0002,0.0,0.0,6.1757810895575,0.0,0.0,25.5924843227268,0.0,0.18584695824330702,15.884132706142152,5.9114454442657145,0.0,0.0,0.031519016571323936,0.9172315524314455,0.0,1.5694947290621648,1.6039308475076466,0.0,0.9421846531062927,0.9745401661891653,-0.17719999999999997,0.0,0.0,-0.3134002482367383,-0.3134002482367383,0.0,0.0,6.1757810895575,-6.1757810895575,-0.07800125822141418,1.3000007639371423,-0.07800125822141397,-0.2353989900153246,-0.31279397178781915
2.0972,0.7537,1.2764,0.2128,0.9307,,,0.9158,,0.1206,1.5666,,3.6954,,100,100,100,100,100,100,1.6872000000000003,1.5666,0.9307,5.537056987269945,5.537056987269945,0.9307,0.0,8.553690229965602,0.0,0.1206,8.39,40.37557380322618,0.6291285172901533,-22.176121382458884,5.537056987269944,38.96557180723946,1.2764,3.0882114006215153,0.1206,-0.9307,-1.5666,0.0,22.176121382458884,-0.1206,0.0,-0.7537,-0.9158,-2.0972,-3.6954,0.0,0.978018056840467,13.74894515380728,-1.2764,0.0,3.9602880209202764,-19.482785903619728,-2.3143750765552973,-0.2128,0.0,2.2251058638514842,0.0,0.0,0.0,0.0,0.7537,9.469490229965603,0.9158,0.0,4.0293876624875855,2.0972,0.0,3.6953999999999994,0.4257561827913518,3.534531838128915,0.0,0.0,0.0,-13.74894515380728,5.537056987269945,0.0,1.2764,0.0,0.0,6.750390121816065,0.4856898678064378,2.2334102403430993,30.41188157727386,0.0,-3.9602880209202618,19.482785903619728,5.2770048443699915,2.2251058638514847,0.0,1.9682286539555192,-4.029387662487586,0.0,-3.0882114006215153,2.3143750765552973,0.0,0.08926921270381398,0.0,-0.9307,0.0,0.2128,-0.452217578228163,-0.452217578228163,0.0,0.0,8.553690229965603,-8.553690229965603,-0.11255109174320851,0.0,-0.11255109174320845,-0.3396664864849543,2.2251058638514842
0.2105,0.7367,,0.462,2.0255,1.2161,,0.1101,,,0.1223,,0.9695,,100,100,100,100,100,100,0.12230000000000002,0.1223,2.0255,3.3359252938669903,3.3359252938669908,2.0255,0.0,5.256837745321216,1.2161,0.0,8.39,20.461667782213578,0.2453309375713908,-12.293019286180675,3.3359252938669903,20.05718437850879,0.0,0.8752216860471713,0.0,-2.0255,-0.1223,-1.2161,12.293019286180675,0.0,0.0,-0.7367,-0.1101,-0.2105,-0.9695,0.0,-2.1575613923179113,8.057207967825729,0.0,0.0,0.6012594636107172,-10.028592189254393,-0.9024989200438832,-0.462,0.0,0.7031693163977373,0.0,0.0,0.0,0.0,0.7367,5.366937745321216,0.1101,0.0,1.242236768653972,0.21050000000000002,0.0,0.9694999999999998,-0.3055094156522765,0.9067688792629952,0.0,0.0,0.0,-8.057207967825729,3.3359252938669903,0.0,0.0,0.0,0.0,3.973587683671932,1.2276190182776774,0.16573104337160527,14.800346633187571,0.0,-0.6012594636107186,10.028592189254393,2.1075765816970486,0.7031693163977376,0.0,0.1602071577978649,-1.242236768653972,0.0,-0.8752216860471713,0.9024989200438832,0.0,0.1993296036461377,0.0,-2.0254999999999996,0.0,0.4620000000000001,-0.1763438779263157,-0.17634387792631573,0.0,0.0,5.256837745321216,-5.256837745321216,-0.04388970473152182,0.0,-0.04388970473152182,-0.13245417319479388,0.7031693163977373
,,,1.2207,,,,3.4312,1.0226,,,,2.956,,100,100,100,100,100,100,0.0,0.0,0.0,3.5246363197335575,3.5246363197335575,0.0,0.0,6.0904895503746905,0.0,0.0,8.39,29.534977818484613,0.3616153205661949,-20.8685792256453,3.5246363197335575,27.816731507077453,0.0,-1.5022585262281427,0.0,0.0,0.0,0.0,20.8685792256453,0.0,0.0,0.0,-3.4312,0.0,-2.956,0.0,-8.786296669442155,5.529029866777711,0.0,-1.0226,3.9401839800166516,-13.908365753538723,-1.3302742797668698,-1.2207,0.0,-0.35969875936719414,0.35969875936719414,0.0,0.0,0.0,0.0,9.521689550374692,3.4312,0.0,-0.961282006661116,0.0,0.0,2.9559999999999995,1.0766490174854282,2.8635349625312236,0.0,0.0,0.0,-5.529029866777711,3.5246363197335575,0.0,0.0,0.0,1.0226,5.860707452123233,4.573779200666114,0.10980289758534172,21.726241956702758,0.0,-3.9401839800166516,13.908365753538723,4.879898218151542,0.0,0.0,-0.07413114071606985,0.9612820066611161,0.0,1.502258526228143,1.330274279766869,0.0,1.689973039134055,0.0,0.0,0.0,1.2207000000000001,-0.25992909242298096,-0.25992909242298096,0.0,0.0,6.0904895503746905,-6.0904895503746905,-0.06469298084929236,0.0,-0.06469298084929234,-0.19523611157368867,-0.35969875936719414
9.6442,,0.5228,,,0.5857,0.2962,4.6989,,,0.3696,,,0.8543,100,100,100,100,100,100,0.3696,0.3696,0.0,8.257989922440473,8.257989922440474,0.0,0.0,8.416310675620334,0.5857,0.0,8.39,61.152907650546275,1.1879499924183352,-36.799394097641574,8.257989922440473,59.50191022281346,0.5228,12.7687679818869,0.0,0.0,-0.3696,-0.5857,36.799394097641574,0.0,0.0,0.0,-4.6989,-9.6442,0.0,-0.8543,10.437276847911752,32.87889702241371,-0.5228,0.0,-5.6233537186586995,-29.750955111406725,-4.370111637109347,0.0,-0.2962,6.878014777931874,0.0,0.0,0.0,0.0,0.0,13.411410675620335,4.6989,4.753594093828831,14.545941170544731,9.6442,0.30375881306136837,0.0,-5.319594905597329,0.0,0.0,0.8543,4.75359409382883,-32.87889702241371,8.257989922440474,0.0,0.5227999999999999,0.0,0.0,10.380500173894312,0.0,3.0309105017260265,50.78939954719311,0.0,5.623353718658698,29.750955111406725,12.34058890402591,6.878014777931874,0.0,4.647076157725413,-14.545941170544733,4.753594093828831,-12.7687679818869,4.370111637109347,0.0,0.0,0.0,0.0,2.5079031408225427,0.0,2.3151642746689207,-2.43842981915991,0.2962,0.0,8.712510675620333,-8.416310675620334,1.37200711096597,0.0,1.37200711096597,0.9431571637029502,6.878014777931874
0.1551,,1.534,,,0.421,,2.0149,0.6282,,2.1147,0.6457,,1.4416,100,100,100,100,100,100,2.1147,2.1147,0.0,3.7364434829653024,3.736443482965303,0.0,0.0,5.237757889447871,0.421,0.0,8.39,25.255956533141614,0.3348647636643176,-15.39706254988314,3.7364434829653024,24.564750793221645,1.534,-1.0809286876906756,0.0,0.0,-2.1147,-0.421,15.39706254988314,0.0,0.0,0.0,-2.0149,-0.1551,0.0,-1.4416,-3.8280128408937815,9.453151434319498,-1.534,-0.6282,-0.38435058330879046,-12.28237539661082,-1.231867006091916,0.0,0.0,-0.1779899804168971,0.1779899804168968,0.0,0.0,0.0,0.0,7.252657889447871,2.0149,0.0,-0.5799710012488554,0.15510000000000002,0.085624920068966,0.0,-0.29872566323982447,0.0,0.0,1.4416,0.0,-9.453151434319498,3.7364434829653024,0.0,1.534,0.0,0.6282,5.7446033427131615,0.0,2.1362545467347105,19.326992903773768,1.2113877119178211,0.38435058330879035,12.28237539661082,2.8767496442264315,0.0,0.0,0.08645272344881419,0.5799710012488555,0.0,1.0809286876906756,1.2318670060919164,0.0,1.4098569865088237,0.0,0.0,0.0,0.0,-0.24070079212191076,-0.24070079212191045,0.0,0.0,5.237757889447872,-5.237757889447872,-0.05990730621954598,0.0,-0.059907306219545965,-0.1807934859023646,-0.1779899804168971
