EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,ACALD_flux,ACALDt_flux,ACKr_flux,ACONTa_flux,ACONTb_flux,ACt2r_flux,ADK1_flux,AKGDH_flux,AKGt2r_flux,ALCD2x_flux,ATPM_flux,ATPS4r_flux,Biomass_Ecoli_core_flux,CO2t_flux,CS_flux,CYTBD_flux,D_LACt2_flux,ENO_flux,ETOHt2r_flux,EX_ac_e_flux,EX_acald_e_flux,EX_akg_e_flux,EX_co2_e_flux,EX_etoh_e_flux,EX_for_e_flux,EX_fru_e_flux,EX_fum_e_flux,EX_glc__D_e_flux,EX_gln__L_e_flux,EX_glu__L_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_lac__D_e_flux,EX_mal__L_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,EX_pyr_e_flux,EX_succ_e_flux,FBA_flux,FBP_flux,FORt2_flux,FORti_flux,FRD7_flux,FRUpts2_flux,FUM_flux,FUMt2_2_flux,G6PDH2r_flux,GAPD_flux,GLCpts_flux,GLNS_flux,GLNabc_flux,GLUDy_flux,GLUN_flux,GLUSy_flux,GLUt2r_flux,GND_flux,H2Ot_flux,ICDHyr_flux,ICL_flux,LDH_D_flux,MALS_flux,MALt2_2_flux,MDH_flux,ME1_flux,ME2_flux,NADH16_flux,NADTRHD_flux,NH4t_flux,O2t_flux,PDH_flux,PFK_flux,PFL_flux,PGI_flux,PGK_flux,PGL_flux,PGM_flux,PIt2r_flux,PPC_flux,PPCK_flux,PPS_flux,PTAr_flux,PYK_flux,PYRt2_flux,RPE_flux,RPI_flux,SUCCt2_2_flux,SUCCt3_flux,SUCDi_flux,SUCOAS_flux,TALA_flux,THD2_flux,TKT1_flux,TKT2_flux,TPI_flux
,0.5978,,0.2876,,,,0.1635,0.4692,,1.9665,,0.2185,,100,100,100,100,100,100,1.9665,1.9665,0.0,2.4642950143740316,2.464295014374032,0.0,0.0,2.5424572485030543,0.0,0.0,8.39,13.474504480172044,0.13007485945961422,-6.4704993182663895,2.4642950143740316,12.835239546490262,0.0,0.6552300113469248,0.0,0.0,-1.9665,0.0,6.4704993182663895,0.0,0.0,-0.5978,-0.1635,0.0,-0.2185,0.0,0.6193016807598698,5.678716624514003,0.0,-0.4692,-0.27227219366138433,-6.4176197732451294,-0.4785063854940858,-0.2876,0.0,0.4684145372955219,0.0,0.0,0.0,0.0,0.5978,2.7059572485030543,0.16350000000000003,0.0,0.8498220010985074,0.0,0.0,0.21849999999999997,-0.45751205209756096,0.18523985843617663,0.0,0.0,0.0,-5.678716624514003,2.464295014374032,0.0,0.0,0.0,0.4692,2.7067916139690857,0.0,0.4683656345339686,10.292782297987205,0.7805463352565329,0.2722721936613843,6.4176197732451294,0.985289572656774,0.46841453729552185,0.0,-0.026665346189220916,-0.8498220010985076,0.0,-0.6552300113469247,0.4785063854940858,0.0,0.010091848198560911,0.0,0.0,0.0,0.2876,-0.09349780897957069,-0.09349780897957068,0.0,0.0,2.5424572485030543,-2.5424572485030543,-0.02327039235732498,0.0,-0.023270392357324976,-0.07022741662224571,0.4684145372955219
,6.6352,4.4165,,,,2.8277,,,7.936,,1.6859,,0.6863,100,100,100,100,100,100,7.936,0.0,0.0,9.6371363179353,9.637136317935301,0.0,1.1839642851597638,8.959906271875361,0.0,7.936,8.39,71.4935398728513,1.236539497036369,-31.053443433868832,9.6371363179353,71.60576024269017,4.4165,6.093123367751818,7.936,0.0,0.0,0.0,31.053443433868832,-7.936,0.0,-6.6352,0.0,0.0,0.0,-0.6863,13.360482310549447,43.796591746080566,-4.4165,0.0,-6.056302569439912,-35.80288012134507,-4.548857847747681,0.0,-2.8277,3.364893562587934,0.0,0.0,0.0,0.0,6.635200000000001,11.817033854582768,0.0,6.120961799129975,7.942986455318229,0.0,0.31618314939219994,0.0,-5.740119420047717,0.0,0.0,0.6863,6.120961799129974,-43.796591746080566,9.607708735227895,0.029427582707405486,4.4165,0.029427582707405486,0.0,11.846461437290172,0.0,0.0,59.78872638810739,0.0,6.056302569439916,35.80288012134507,6.364866627635608,3.364893562587933,0.0,-6.3744523960224315,-7.9429864553182306,6.120961799129976,-6.093123367751818,4.548857847747681,0.0,0.0,1.1839642851597638,0.0,0.0,0.0,3.191816608950239,-2.929145190179735,2.8277,0.0,11.817033854582768,-8.959906271875361,1.819103683690185,0.0,1.8191036836901846,1.3727129252600563,3.364893562587934
5.3635,,4.7496,0.5778,,0.1296,,4.2248,0.3522,8.7062,,4.8332,0.8657,0.6755,100,100,100,100,100,100,8.7062,0.0,0.0,10.468054158737392,10.468054158737392,0.0,0.2831121172740589,10.721339358443922,0.1296,8.7062,8.39,76.98711623730534,1.3138518864523834,-36.32597604607564,10.46805415873739,75.49426376029608,4.7496,3.2795823628013188,8.7062,0.0,0.0,-0.1296,36.32597604607564,-8.7062,0.0,0.0,-4.2248,-5.3635,-0.8657,-0.6755,8.532868842234754,41.015898727749246,-4.7496,-0.3522,-4.75727156644755,-37.74713188014804,-4.833266934692351,-0.5778,0.0,2.0673287832362695,0.0,0.0,0.0,0.0,0.0,14.946139358443924,4.2248,5.967848235928641,5.2451047849340835,5.363500000000001,0.0,0.8656999999999998,-4.7572715664475504,0.0,0.5297480726341262,0.6754999999999949,5.96784823592864,-41.015898727749246,10.468054158737392,0.0,4.7496,-1.6527426240725292e-15,0.35219999999999996,15.29833935844392,0.0,0.0,64.77292440185215,0.0,4.7572715664475504,37.74713188014804,6.6859082587836305,2.0673287832362677,0.0,-0.8736878726513774,-5.245104784934084,5.967848235928642,-3.279582362801322,4.833266934692357,0.0,2.4828260341820556,0.2831121172740589,0.0,0.0,0.5778,3.034168754637117,-2.933679481291521,0.0,0.0,10.721339358443922,-10.721339358443924,1.7542346428232136,0.0,1.7542346428232132,1.2799341118139036,2.0673287832362695
0.2597,0.1241,0.4126,0.3544,4.5998,,0.8962,0.2571,0.3446,0.1108,3.2659,0.9916,5.7074,0.3183,100,100,100,100,100,100,3.3767,3.2659,4.5998,7.4850002599446785,7.485000259944679,4.5998,0.0,12.780993253404429,0.0,0.1108,8.39,50.17565939375783,0.6763435040691946,-27.8947640125835,7.4850002599446785,49.233486575058336,0.4126,-2.042133818954624,0.1108,-4.5998,-3.2659,0.0,27.8947640125835,-0.1108,0.0,-0.1241,-0.2571,-0.2597,-5.7074,-0.3183,-6.8465493083723645,13.064120633624782,-0.4126,-0.3446,8.04513414101153,-24.61674328752916,-2.4880648484193406,-0.3544,-0.8962,-0.2889588834976025,0.2889588834975832,0.0,0.0,0.0,0.1241,13.934293253404425,0.2571,-5.318396640009652e-14,-1.0303239368671209,0.2597,0.0,5.7074,8.045134141011532,0.0,5.534458966009508,0.3183000000000485,0.0,-13.064120633624782,7.485000259944679,0.0,0.4126,0.0,0.3446,14.278893253404426,0.0,0.0,35.5562933216539,1.1843398982836002,-8.045134141011532,24.61674328752916,2.04330044449513,0.0,0.0,0.12104958166586992,1.030323936867121,0.0,2.0421338189546296,2.488064848419341,0.0,5.585470054739265,0.0,-4.5998,2.808446322822345,0.35440000000000005,-0.4861557107249666,-0.486155710724924,0.8962,0.0,13.677193253404429,-12.780993253404429,-0.12099785287799533,0.0,-0.1209978528779953,-0.3651578578469693,-0.2889588834976025
,0.6088,1.513,0.5025,,0.1874,1.0665,0.7498,,0.1069,,,6.4316,0.4972,100,100,100,100,100,100,0.10690000000000001,0.0,0.0,3.65527426916029,3.6552742691602904,0.0,0.0,10.113019012566411,0.1874,0.1069,8.39,43.86065367064376,0.6103023974361675,-26.787576325905178,3.65527426916029,42.00561144845846,1.513,-1.3177792496690706,0.1069,0.0,0.0,-0.1874,26.787576325905178,-0.1069,0.0,-0.6088,-0.7498,0.0,-6.4316,-0.4972,-7.637833907430421,7.607563109789195,-1.513,0.0,10.03254308726007,-21.002805724229226,-2.2451194294484202,-0.5025,-1.0665,0.0017322052702403508,0.0,0.0,0.0,0.0,0.6088,11.929319012566411,0.7498,0.0,-0.40476686310456406,0.0,0.0,6.431599999999999,10.032543087260068,0.0,6.2755456769755735,0.49720000000000003,0.0,-7.607563109789195,3.6552742691602904,0.0,1.513,0.0,0.0,11.390632088452554,0.0,0.5386869241138558,30.82609243589204,0.0,-10.032543087260068,21.002805724229226,5.835665594271558,0.00173220527024443,0.0,-0.1251119914744141,0.40476686310456406,0.0,1.3177792496690703,2.2451194294484202,0.0,6.644930525793062,0.0,0.0,4.401543301614876,0.5025,-0.43868536327711727,-0.43868536327711727,1.0665,0.0,11.179519012566411,-10.11301901256641,-0.10918309890133039,0.0,-0.10918309890133036,-0.32950226437578684,0.0017322052702403508
,1.4431,,0.4821,,0.4953,,1.7443,1.1872,,0.1357,,0.1235,0.262,100,100,100,100,100,100,0.13570000000000002,0.1357,0.0,3.239884060784089,3.2398840607840893,0.0,0.0,3.8091989509495305,0.4953000000000001,0.0,8.39,20.91514948748463,0.2887061913379922,-14.220263674516083,3.239884060784089,20.187480893420464,0.0,1.6868278693245795,0.0,0.0,-0.1357,-0.4953,14.220263674516083,0.0,0.0,-1.4431,-1.7443,0.0,-0.1235,-0.262,-2.3152538017598903,9.280315054698546,0.0,-1.1872,-1.0652571201278032,-10.09374044671023,-1.0620634660750756,-0.4821,0.0,1.1559239514760997,0.0,0.0,0.0,0.0,1.4431,5.553498950949532,1.7443,0.0,2.118732331566216,0.0,0.0,0.12349999999999997,-1.065257120127803,0.0,0.04967782687487545,0.262,0.0,-9.280315054698546,3.239884060784089,0.0,0.0,0.0,1.1872,5.104412674598712,0.0,1.6362862763508161,16.37828194247093,0.0,1.0652571201278027,10.09374044671023,4.186197124680616,1.1559239514760997,0.0,-0.0591847692242884,-2.1187323315662163,0.0,-1.68682786932458,1.0620634660750756,0.0,1.3486972617510324,0.0,0.0,1.4425577471520596,0.48210000000000003,-0.20752201033374879,-0.20752201033374879,0.0,0.0,3.809198950949531,-3.809198950949531,-0.0516495376303668,0.0,-0.05164953763036679,-0.155872472703382,1.1559239514760997
0.1505,0.2424,0.226,,0.2177,,0.1207,,0.2211,,,,0.3607,,100,100,100,100,100,100,0.0,0.0,0.2177,1.3273159173969797,1.32731591739698,0.2177,0.0,1.6418110917135051,0.0,0.0,8.39,9.373591396454858,0.04282586493973065,-4.819023904557296,1.3273159173969797,8.615425844200946,0.226,0.6078885092808769,0.0,-0.2177,0.0,0.0,4.819023904557296,0.0,0.0,-0.2424,0.0,-0.1505,-0.3607,0.0,-0.989613149309012,3.7070846351242674,-0.226,-0.2211,0.48787912365663677,-4.307712922100472,-0.1575435093537874,0.0,-0.1207,0.35030111214445,0.0,0.0,0.0,0.0,0.2424,1.7625110917135052,0.0,-1.004025414127702e-17,0.671956003230714,0.15050000000000002,0.0,0.36069999999999997,0.4878791236566369,0.0,0.3497494263349109,0.0,0.0,-3.7070846351242674,1.3273159173969797,0.0,0.22599999999999998,0.0,0.2211,1.9836110917135052,0.0,0.0,6.85291475248744,0.9075145288703887,-0.487879123656637,4.307712922100472,1.2701186940181024,0.35030111214445,0.0,0.14172069768735523,-0.671956003230714,0.0,-0.6078885092808768,0.1575435093537874,0.0,0.5797782014287091,0.0,-0.2177,0.7725358042193716,0.0,-0.030783231718678417,-0.030783231718678417,0.12070000000000002,0.0,1.7625110917135052,-1.6418110917135051,-0.007661547237717844,0.0,-0.007661547237717844,-0.02312168448096058,0.35030111214445
,,0.2622,4.0964,0.2339,3.137,,0.3579,,,,,,,100,100,100,100,100,100,0.0,0.0,0.23389999999999997,3.7389888013956707,3.738988801395671,0.2339,0.0,6.543720122242281,3.137,0.0,8.39,22.836547545171488,0.3079698574041991,-17.55438873323561,3.7389888013956702,23.31048956218122,0.2622,-1.2793991786142636,0.0,-0.2339,0.0,-3.137,17.55438873323561,0.0,0.0,0.0,-0.3579,0.0,0.0,0.0,-5.404424660471743,8.711564362510758,-0.2622,0.0,-1.6792980384536167,-11.655244781090609,-1.132928714432829,-4.0964,0.0,-0.30633761715995683,0.3063376171599568,0.0,0.0,0.0,0.0,6.901620122242281,0.3579,0.0,-0.8186762719375825,0.0,0.0787478925382537,0.0,-1.6005501459153624,0.0,0.0,0.0,0.0,-8.711564362510758,3.738988801395671,0.0,0.26219999999999993,0.0,0.0,5.728504877212537,0.0,1.1731152450297424,16.76676943993894,0.0,1.6792980384536158,11.655244781090609,4.659298232975129,0.0,0.0,-0.06313382076786081,0.8186762719375825,0.0,1.2793991786142644,1.132928714432829,0.0,1.4392663315927843,0.0,-0.23389999999999997,0.0,4.0964,-0.22136873350213834,-0.22136873350213834,0.0,0.0,6.543720122242281,-6.543720122242281,-0.05509580748961124,0.7006466047661118,-0.05509580748961123,-0.1662729260125271,-0.30633761715995683
4.8852,,5.4254,0.1151,,,,,,,2.3677,,3.1567,0.5108,100,100,100,100,100,100,2.3677,2.3677,0.0,6.891285432368582,6.891285432368583,0.0,0.0,9.535603277389752,0.0,0.0,8.39,56.03605003335566,0.9483568032058872,-28.64780206117188,6.891285432368581,53.68791352197111,5.4254,4.766245483356216,0.0,0.0,-2.3677,0.0,28.64780206117188,0.0,0.0,0.0,0.0,-4.8852,-3.1567,-0.5108,6.148537472310153,24.949212358444882,-5.4254,0.0,1.6530000234789275,-26.843956760985556,-3.4887201719535166,-0.1151,0.0,2.877473638765532,0.0,0.0,0.0,0.0,0.0,9.535603277389752,0.0,3.1931875472567324,6.184987260952224,4.8852,0.0,3.1567,1.653000023478928,0.0,2.91420516542025,0.5108,3.1931875472567315,-24.949212358444882,6.891285432368583,0.0,5.4254,0.0,0.0,9.19696106584451,0.0,0.33864221154524127,44.15231024458136,0.0,-1.6530000234789322,26.843956760985556,8.077837059423604,2.877473638765533,0.0,1.4975993080860681,-6.184987260952225,3.193187547256732,-4.766245483356216,3.4887201719535166,0.0,0.6112465331879648,0.0,0.0,0.0,0.11510000000000001,1.4471128280267644,-1.7460747192299673,0.0,0.0,9.535603277389752,-9.535603277389752,0.8947348169920443,0.0,0.8947348169920443,0.5523780110347198,2.877473638765532
,0.9103,0.887,0.4851,,1.4737,,0.5131,,,2.9761,1.9845,,,100,100,100,100,100,100,2.9761000000000006,2.9761,0.0,3.5916517617086656,3.591651761708666,0.0,0.0,4.7372044313588395,1.4737,0.0,8.39,22.298043600623362,0.30414990300289907,-12.007948802760142,3.591651761708665,21.830042199796978,0.887,0.2875967901034511,0.0,0.0,-2.9761,-1.4737,12.007948802760142,0.0,0.0,-0.9103,-0.5131,0.0,0.0,0.0,0.75554705423813,9.764798356194447,-0.887,0.0,-1.6584685910942094,-10.915021099898485,-1.1188762481767698,-0.4851,0.0,0.3382888236314117,0.0,0.0,0.0,0.0,0.9103,5.25030443135884,0.5131,0.8084198035548144,0.7426050449957883,0.0,0.07777113019784111,0.0,-1.5806974608963695,0.0,0.0,0.0,0.8084198035548141,-9.764798356194447,3.5916517617086656,0.0,0.8869999999999999,0.0,0.0,4.915663817949298,0.0,0.33464061340954143,17.092837768438137,0.0,1.6584685910942085,10.915021099898485,1.7554447681829293,0.3382888236314118,0.0,-0.8707705336704086,-0.7426050449957884,0.8084198035548144,-0.28759679010345096,1.1188762481767698,0.0,0.7805874245453537,0.0,0.0,0.0,0.48510000000000003,0.3203235854247254,-0.4880962181300892,0.0,0.0,4.7372044313588395,-4.7372044313588395,0.21506085020438598,0.0,0.21506085020438592,0.10526273522033908,0.3382888236314117
,0.1598,,0.2022,,0.3104,0.2982,,,,0.5155,,9.3979,1.6276,100,100,100,100,100,100,0.5155,0.5155,0.0,2.7893960750449938,2.789396075044994,0.0,0.0,13.370197202935724,0.3104,0.0,8.39,50.92933249536676,0.6998784614971407,-30.685022131758487,2.7893960750449933,48.1205852848433,0.0,-2.5879050925975213,0.0,0.0,-0.5155,-0.3104,30.685022131758487,0.0,0.0,-0.1598,0.0,0.0,-9.3979,-1.6276,-9.430838062367231,3.2131167966882512,0.0,0.0,16.60710272514839,-24.060292642421647,-2.574642896309512,-0.2022,-0.2982,-0.5363691056511933,0.5363691056512029,0.0,0.0,0.0,0.1598,13.668397202935727,0.0,0.0,-1.540886914197825,0.0,0.0,9.397899999999996,7.388161647753205,9.21894107739518,0.0,1.6276,0.0,-3.2131167966882512,2.7893960750449938,0.0,0.0,0.0,0.0,7.150880924162649,0.0,6.517516278773077,34.45218808190757,7.577127393032679,-16.60710272514838,24.060292642421647,4.896900573043977,0.0,0.0,-0.14347508460691036,1.540886914197825,0.0,2.587905092597521,2.57464289630951,0.0,3.111012001960716,0.0,0.0,0.0,0.20220000000000002,-0.503072638124147,-0.5030726381241429,0.2982,0.0,13.668397202935727,-13.370197202935726,-0.12520825676183991,0.0,-0.1252082567618399,-0.3778643813623071,-0.5363691056511933
0.6248,8.6884,,0.3279,,4.3067,,,,,,,5.3829,,100,100,100,100,100,100,0.0,0.0,0.0,7.4381497294920145,7.4381497294920145,0.0,0.0,15.600835522518876,4.3067,0.0,8.39,74.3832399513206,1.4152509101614053,-45.084189892626355,7.438149729492014,72.5718366307775,0.0,11.524049624523457,0.0,0.0,0.0,-4.3067,45.084189892626355,0.0,0.0,-8.6884,0.0,-0.6248,-5.3829,0.0,8.68283325783769,30.30344362260607,0.0,0.0,3.0487198370718893,-36.28591831538874,-5.206283523210772,-0.3279,0.0,6.682476400269433,0.0,0.0,0.0,0.0,8.6884,15.600835522518876,0.0,3.6689205581790576,13.641264986124922,0.6248000000000001,0.0,5.382899999999999,-1.9723005051998372,5.021020342271727,0.0,0.0,3.6689205581790567,-30.30344362260607,7.4381497294920145,0.0,0.0,0.0,0.0,9.966778530677395,0.0,5.634056991841483,56.97100110825862,0.0,-3.04871983707189,36.28591831538874,12.742227090594927,6.682476400269433,0.0,-3.3342469947621454,-13.641264986124922,3.6689205581790576,-11.524049624523457,5.206283523210772,0.0,0.0,0.0,0.0,1.476192877058672,0.3279000000000001,1.42866468456202,-2.2402558736170377,0.0,0.0,15.600835522518876,-15.600835522518876,0.9697851315651438,0.0,0.9697851315651436,0.4588795529968757,6.682476400269433
1.0357,,,,,1.6643,0.3054,,,,,0.3778,0.1697,,100,100,100,100,100,100,0.0,0.0,0.0,1.766437811453104,1.7664378114531043,0.0,0.0,3.4136603981253013,1.6643,0.0,8.39,14.525900663506166,0.17311837364705082,-9.238661050262937,1.7664378114531039,14.273337796979161,0.0,1.3522143403580578,0.0,0.0,0.0,-1.6643,9.238661050262937,0.0,0.0,0.0,0.0,-1.0357,-0.1697,0.0,-0.8060454246401786,6.356624531257511,0.0,0.0,-0.6045798678226384,-7.136668898489581,-0.6368505611354104,0.0,-0.3054,0.8634991537332792,0.0,0.0,0.0,0.0,0.0,3.7190603981253014,0.0,0.0,1.6111994273340453,1.0357000000000003,0.0,0.16969999999999996,-0.7300134996810875,0.12543363185844908,0.0,0.0,0.0,-6.356624531257511,1.7664378114531043,0.0,0.0,0.0,0.0,2.0757484096482894,0.0,1.6433119884770122,10.55427739885386,0.4243674402126148,0.6045798678226384,7.136668898489581,2.4152508522075204,0.8634991537332789,0.0,1.0002107334023553,-1.6111994273340455,0.0,-1.3522143403580578,0.6368505611354104,0.0,0.0,0.0,0.0,0.22664859259787404,0.0,-0.12443748697749978,-0.12443748697749979,0.3054,0.0,3.7190603981253014,-3.4136603981253013,-0.030970877045457243,0.0,-0.030970877045457236,-0.09346660993204259,0.8634991537332792
,,,,0.8838,,0.1712,1.6301,0.1895,0.1499,,2.3396,0.1013,,100,100,100,100,100,100,0.1499,0.0,0.8838,2.1288210777577827,2.128821077757783,0.8838,0.0,2.1539404098063453,0.0,0.1499,8.39,11.962006335392552,0.07060957266793806,-7.5322743303295665,2.1288210777577827,11.289385206736325,0.0,-0.2933333477344151,0.1499,-0.8838,0.0,0.0,7.5322743303295665,-0.1499,0.0,0.0,-1.6301,0.0,-0.1013,0.0,-3.6515719722811704,4.271722701471891,0.0,-0.1895,-0.18241987784373248,-5.644692603368161,-0.25975143497354675,0.0,-0.1712,-0.07023534193279804,0.07023534193279803,0.0,0.0,0.0,0.0,3.955240409806345,1.6301,0.0,-0.18770142702317985,0.0,0.0,0.10129999999999999,-0.26566501011254073,0.08324513226880823,0.0,0.0,0.0,-4.271722701471891,2.128821077757783,0.0,0.0,0.0,0.1895,2.5849659781499295,0.0,1.5597744316564166,8.964244796929979,2.5030360475410287,0.1824198778437325,5.644692603368161,1.3597516342026805,0.0,0.0,-0.014474962396927303,0.18770142702317982,0.0,0.2933333477344151,0.25975143497354675,0.0,0.32998677690634176,0.0,-0.8838,0.0,0.0,-0.05075416083371387,-0.05075416083371387,0.1712,0.0,2.3251404098063455,-2.1539404098063453,-0.012632052550294095,0.0,-0.012632052550294093,-0.03812210828341973,-0.07023534193279804
,,0.2131,3.8952,,3.0356,1.4091,4.2574,0.1903,4.8268,0.2531,,,0.2125,100,100,100,100,100,100,5.079899999999999,0.2531,0.0,7.926135958711431,7.926135958711431,0.0,0.0,10.382080550332569,3.0356,4.8268,8.39,47.49277895534343,0.7342250517924429,-30.90708580844673,7.926135958711431,49.53979645213897,0.2131,-3.0501911326613453,4.8268,0.0,-0.2531,-3.0356,30.90708580844673,-4.8268,0.0,0.0,-4.2574,0.0,0.0,-0.2125,-7.5895454610435635,20.57667477572362,-0.2131,-0.1903,-3.791082362413831,-24.769898226069483,-2.7009936980288742,-3.8952,-1.4091,-0.730333659017943,0.730333659017943,0.0,0.0,0.0,0.0,16.04858055033257,4.2574,0.0,-1.951790455179851,0.0,0.18774134574332776,0.0,-3.6033410166705035,0.0,0.0,0.2125,0.0,-20.57667477572362,7.926135958711431,0.0,0.2131,0.0,0.1903,12.669303215795793,0.0,3.5695773345367763,37.748615901806396,0.0,3.7910823624138312,24.769898226069483,5.597964607819149,0.0,0.0,-0.15051613561745078,1.951790455179851,0.0,3.0501911326613453,2.7009936980288742,0.0,3.431327357046803,0.0,0.0,0.0,3.8952,-0.5277609672284079,-0.527760967228408,1.4091,0.0,11.79118055033257,-10.38208055033257,-0.13135286176566807,1.673038275669062,-0.13135286176566807,-0.3964081054627399,-0.730333659017943
6.2972,,0.5858,,3.1277,1.2221,6.5005,1.7721,,,0.2914,,1.0126,,100,100,100,100,100,100,0.2914,0.2914,3.1277,10.492812143407882,10.492812143407882,3.1277,0.0,11.486613900716048,1.2221,0.0,8.39,64.90245594848449,1.1501513047472753,-41.69743615082736,10.49281214340788,67.52539245481805,0.5858,7.442214940605892,0.0,-3.1277,-0.2914,-1.2221,41.69743615082736,0.0,0.0,0.0,-1.7721,-6.2972,-1.0126,0.0,-1.6560648267696898,34.54889831512842,-0.5858,0.0,-4.246345034525943,-33.76269622740902,-4.231061604773818,0.0,-6.5005,4.779033003085384,0.0,0.0,0.0,0.0,0.0,19.759213900716045,1.7721,1.1223344822475017,9.162841292507816,6.297200000000001,0.0,1.0125999999999997,-4.964851345902063,0.7185063113761214,0.0,0.0,1.1223344822475017,-34.54889831512842,10.492812143407882,0.0,0.5857999999999999,0.0,0.0,12.547787479599837,0.0,7.21142642111621,49.538278554102,0.0,4.246345034525942,33.76269622740902,11.384249203339717,4.7790330030853845,0.0,4.939084500279308,-9.162841292507817,1.1223344822475019,-7.442214940605892,4.231061604773818,0.0,0.0,0.0,-3.1277,0.5479713983115829,0.0,-0.07850576968734024,-1.200840251934842,6.5005,0.0,17.987113900716047,-11.486613900716048,0.1683494256632131,0.0,0.16834942566321306,-0.24685519535055336,4.779033003085384
3.607,3.1975,,,,,,,2.5939,,1.4006,,,9.8943,100,100,100,100,100,100,1.4006000000000003,1.4006,0.0,7.8031164979829235,7.8031164979829235,0.0,0.0,16.192515932079765,0.0,0.0,8.39,71.21009942383616,1.3948471275402345,-44.116883063961595,7.803116497982922,71.32710059962467,0.0,7.814386578059606,0.0,0.0,-1.4006,0.0,44.116883063961595,0.0,0.0,-3.1975,0.0,-3.607,0.0,-9.8943,3.004233378457098,31.895007479815664,0.0,-2.5939,2.288477582948601,-35.66355029981233,-5.131224128082256,0.0,0.0,5.417045562235729,0.0,0.0,0.0,0.0,3.1975,16.19251593207977,0.0,0.0,9.901077880859797,3.6070000000000007,0.3566624105120377,0.0,2.6451399934606394,0.0,0.0,9.894299999999992,0.0,-31.895007479815664,7.8031164979829235,0.0,0.0,0.0,2.5939,10.295289860759059,0.0,8.491126071320693,55.1345846675449,0.7674536698828538,-2.2884775829486013,35.66355029981233,11.630124562578214,5.41704556223573,0.0,3.3210563388542527,-9.901077880859798,0.0,-7.814386578059606,5.131224128082256,0.0,0.0,0.0,0.0,0.2858214341534754,0.0,-1.0026161152759159,-1.0026161152759159,0.0,0.0,16.19251593207977,-16.19251593207977,-0.24953815111694577,0.0,-0.24953815111694572,-0.7530779641589704,5.417045562235729
,,0.6575,,,,0.9391,,3.4976,,,1.2015,,0.1058,100,100,100,100,100,100,0.0,0.0,0.0,2.7133660657891405,2.7133660657891405,0.0,0.0,2.6291586044148745,0.0,0.0,8.39,17.630346333230868,0.17611220815114165,-12.753756926024092,2.71336606578914,17.060207204361117,0.6575,-0.7316229463222882,0.0,0.0,0.0,0.0,12.753756926024092,0.0,0.0,0.0,0.0,0.0,0.0,-0.1058,-6.209689104488123,9.388328695080261,-0.6575,-3.4976,-0.8545046486065451,-8.530103602180558,-0.6478639801255978,0.0,-0.9391,-0.17517881344794062,0.17517881344794062,0.0,0.0,0.0,0.0,3.5682586044148747,0.0,0.0,-0.4681590829281801,0.0,0.0450318916242469,0.0,-0.8094727569822973,0.0,0.0,0.1058,0.0,-9.388328695080261,2.7133660657891405,0.0,0.6575,0.0,3.4976,3.8510685416663306,0.0,3.214790062748543,13.491948599946241,2.8243111349831285,0.8545046486065446,8.530103602180558,3.373399399497989,0.0,0.0,-0.036103002670984034,0.46815908292818,0.0,0.7316229463222882,0.6478639801255975,0.0,0.8230427935735458,0.0,0.0,0.0,0.0,-0.12658945521904078,-0.12658945521904078,0.9391000000000002,0.0,3.5682586044148747,-2.6291586044148745,-0.03150647403823932,0.0,-0.03150647403823932,-0.09508298118080145,-0.17517881344794062
6.6635,1.5344,,,,0.1601,2.8326,0.1591,0.1898,,,0.3251,,,100,100,100,100,100,100,0.0,0.0,0.0,5.978871262194057,5.978871262194058,0.0,0.0,5.20217887392837,0.1601,0.0,8.39,45.947166895052,0.8682847235755805,-25.763609445879403,5.978871262194057,45.66897095390734,0.0,11.289989018041783,0.0,0.0,0.0,-0.1601,25.763609445879403,0.0,0.0,-1.5344,-0.1591,-6.6635,0.0,0.0,10.73459155492615,28.427742686293335,0.0,-0.1898,-4.734582940712924,-22.83448547695367,-3.1941590126174573,0.0,-2.8326,5.835521430651189,0.0,0.0,0.0,0.0,1.5344,8.193878873928368,0.1591,4.496087264424537,12.588942964510853,6.663500000000001,0.2220204038182759,0.0,-4.512562536894648,0.0,0.0,0.0,4.496087264424536,-28.427742686293335,5.978871262194058,0.0,0.0,0.0,0.1898,7.53023557780655,0.0,0.8534432961218192,37.634192079978966,0.0,4.734582940712924,22.83448547695367,9.233028749210618,5.835521430651189,0.0,1.9894143672424696,-12.588942964510853,4.496087264424537,-11.289989018041783,3.1941590126174573,0.0,0.0,0.0,0.0,2.641362418033699,0.0,2.3732684503102295,-2.122818814114307,2.8326,0.0,8.034778873928369,-5.20217887392837,1.3433596177605072,0.0,1.343359617760507,1.0299088325497223,5.835521430651189
