EX_glc__D_e,EX_fru_e,EX_lac__D_e,EX_pyr_e,EX_ac_e,EX_akg_e,EX_succ_e,EX_fum_e,EX_mal__L_e,EX_etoh_e,EX_acald_e,EX_for_e,EX_gln__L_e,EX_glu__L_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_nh4_e,EX_o2_e,EX_pi_e,EX_co2_e_flux,EX_h_e_flux,EX_h2o_e_flux,EX_nh4_e_flux,EX_o2_e_flux,EX_pi_e_flux,Biomass_Ecoli_core_flux
,,2.2837,0.2337,0.716,,0.1348,,,3.352,1.7918,,,2.8522,100,100,100,100,100,100,14.610897069619078,-0.033739138690912066,15.221234117381824,0.35857398083018494,-16.719749695652997,-1.682310379386735,0.4573111097362483
,0.1873,7.2204,,0.1089,,,,0.2843,5.988,0.4004,,1.8231,,100,100,100,100,100,100,19.057660743661557,1.1713248800307472,23.909420713556703,0.1898356537471716,-23.317194058526788,-2.331816226628584,0.6338696350962494
0.2086,,,0.114,,0.216,,8.953,3.7766,0.4597,,,1.8143,0.2573,100,100,100,100,100,100,36.49234765793291,-16.77189943058201,13.623364444965164,0.24983906755122995,-22.142731790121136,-2.453047489766595,0.6668245548064795
,,0.883,,,,,1.8279,5.6266,,2.2092,5.4441,,,100,100,100,100,100,100,20.771528566721226,-8.196171941310237,14.247406229269565,-2.064732364826697,-13.983865016439507,-1.3929597547109678,0.3786554366246145
,0.3541,0.8934,,,1.2365,0.2679,0.4329,3.5171,,0.4627,,,4.6008,100,100,100,100,100,100,26.80963253107252,-9.229245138074168,14.75993379907913,1.40018720084201,-18.74154016437898,-2.1592749237570517,0.5869668425685867
0.1472,,0.1056,,,7.4205,5.5817,1.4989,,,,,1.0065,,100,100,100,100,100,100,38.75907581692676,-15.613042292713095,17.950417304611772,-2.202388894630819,-25.65183111675755,-2.8438877506379234,0.773068679326368
,9.0892,1.768,,6.9898,,,0.5867,0.913,0.7992,,0.1504,,0.7323,100,100,100,100,100,100,35.148742262667895,10.313838876546606,40.94345312170664,-5.665263891626808,-32.72568388254946,-4.316079498262827,1.1732621573552684
,5.8377,0.2128,2.066,2.1655,,0.5106,0.1314,2.6695,,,,8.1477,1.4259,100,100,100,100,100,100,49.2194883275061,-2.832668740815181,26.358869365611984,10.278246685439624,-38.76541578918381,-5.021412893976225,1.3649965732395113
,0.6836,6.6896,,1.9527,,,0.3936,0.243,0.1017,,0.102,0.1239,0.6008,100,100,100,100,100,100,16.88315751157383,-3.084588258443038,17.388192150167942,-1.4021918177648067,-15.50869572670772,-1.5184836891159477,0.4127772553119146
0.1507,,0.2509,0.3052,,5.5582,1.4452,,0.1141,0.2921,2.6554,0.9609,0.6732,,100,100,100,100,100,100,23.558730584536008,-5.624227532887471,12.668021609433048,-1.5113653095050505,-17.688528575601364,-1.9279748466982345,0.524091349307704
8.9153,,0.8146,,5.584,,,0.9642,,4.5608,1.1554,,0.1038,0.2846,100,100,100,100,100,100,32.18338548084708,15.479564670940409,42.862157644805166,-6.190161459506686,-34.746694459108575,-4.508216531155988,1.2254917582722082
1.8516,5.4376,,,,,,,,5.7579,,5.9636,,8.2286,100,100,100,100,100,100,36.727211081184464,11.66879512898298,36.24132079791253,0.5832646939521984,-36.749850813556485,-5.157881270238803,1.4020934760210915
,0.9705,,,,,,,,,,9.8862,,,100,100,100,100,100,100,3.880636390783806,0.9155999577228963,4.213118760277157,-0.2488825248988753,-3.827868439082737,-0.16790715675349982,0.045643068680104794
,,,,8.9374,,0.2445,5.4532,6.1161,,,,,0.1824,100,100,100,100,100,100,37.85700303778164,-19.64383134584011,25.04974491536699,-3.429052137457776,-25.30855471469718,-2.4364453084774733,0.662311498213354
0.2024,,0.3456,0.2032,,0.3609,0.2078,,,1.5177,8.8299,1.661,,0.2462,100,100,100,100,100,100,10.70530518277139,5.701719583452336,13.459390425727527,-1.8958641388159985,-15.494295787435929,-1.445131189015244,0.3928374667723004
,1.5924,0.6863,,0.4516,0.237,0.7879,0.4438,3.6466,4.7962,,1.314,,,100,100,100,100,100,100,19.1551836075057,-0.2193549345341128,22.203879435764936,-3.0306110774163764,-18.587484923049807,-2.044584244881832,0.5557898836224295
0.3752,,5.0812,,,8.825,1.0034,0.4885,0.3414,0.8164,,3.3046,,2.4405,100,100,100,100,100,100,41.38846118553206,-11.763560686204404,24.43864190624054,-2.864220684459844,-29.70330688988504,-3.578799145745769,0.9728434353836286
0.3188,1.1233,1.1168,1.0236,0.1098,,4.2544,,,0.5504,,0.8285,,,100,100,100,100,100,100,16.921520798636585,-2.9857391810846754,15.016629727315882,-2.1129629408465282,-14.384931425119737,-1.4254982340251146,0.387500539327782
0.1259,0.7428,2.451,0.1838,2.6781,,,,5.0819,0.943,0.3884,4.0913,0.5139,0.3184,100,100,100,100,100,100,23.33845914039083,-6.635913113610199,20.65208666956421,-1.5094218152595342,-18.280261594062015,-1.9265287506960165,0.5236982495707777
,0.8416,3.9212,3.1214,,2.6416,1.5859,,1.0446,,,0.1125,0.4051,,100,100,100,100,100,100,26.619547887975674,-6.464680009230117,18.70213850316831,-2.433297230591729,-19.689463185018088,-2.1882066575296806,0.5948315050234245
,5.8,,,0.1363,,2.4944,4.1292,,0.3209,1.9016,0.2159,,,100,100,100,100,100,100,29.236773983291,3.951768858201153,25.099840706654945,-4.712151247756698,-24.133005970979603,-3.179025600631357,0.8641709301197031
,0.7779,0.1791,5.4339,,,4.5007,,,0.1511,5.3643,2.68,9.6439,,100,100,100,100,100,100,47.47587049333891,-9.727895670274869,17.53910032681102,12.716631174021652,-39.12665447960033,-4.433201063696903,1.205099916736053
,,0.1358,,,,4.3555,,,,4.473,,,1.5284,100,100,100,100,100,100,17.06501544166994,-3.7239561410370023,12.62299449083395,-0.6950278182529226,-15.888155358651629,-1.5000227250233131,0.40775891619955323
,1.4172,,1.4682,,,,0.6365,,,,1.0466,,3.1621,100,100,100,100,100,100,15.466331462697399,-1.6184836470423294,9.1051347269788,1.1378454890624303,-12.08550000728093,-1.365651604567556,0.3712321212840319
,,,,1.8198,0.7381,,,5.0188,7.1952,,,1.5156,,100,100,100,100,100,100,22.58732754910558,-3.7381211602509663,23.32586111542002,-0.40104099588154984,-22.540125484966293,-2.3155415477460215,0.6294456051719391
0.2331,,0.2099,,,,0.5724,,2.2685,0.1046,0.9002,0.2818,6.1485,0.4386,100,100,100,100,100,100,25.26600619611346,-8.190592796325632,7.156163115078846,9.779424769681178,-19.345689363702295,-1.9943665309151017,0.5421389433536571
0.4689,0.4471,,,,,7.9012,0.1298,1.3415,0.2638,7.027,2.2924,0.2332,,100,100,100,100,100,100,27.820242959573424,-4.639324892647085,23.17370945568519,-3.4946474150236324,-25.21922361602353,-2.6722977416460223,0.7264244819218809
1.3998,0.1658,,0.622,,,,0.103,,,0.4043,0.9889,0.1116,,100,100,100,100,100,100,6.730515954131836,1.9221440321489673,6.647428180841005,-0.5850278334248206,-6.291505882568155,-0.5452662358457847,0.1482225340054322
0.9335,,2.7197,1.1405,,,0.3255,,0.6904,,0.2167,,0.3816,3.3825,100,100,100,100,100,100,19.638595934873717,-3.5868832360932865,13.143174231733248,1.4727633275059435,-15.874781203530127,-1.8032812751437592,0.4901952524380229
1.3478,,,0.7315,,7.398,5.8089,0.7802,,1.1957,,,0.1247,0.873,100,100,100,100,100,100,41.0146137622652,-11.849029082516735,24.03917773989808,-4.00205524919506,-29.176579256397684,-3.457184111871701,0.9397841932942823
0.372,0.2307,5.6243,0.1067,3.4963,,,,,,,0.2379,,1.6917,100,100,100,100,100,100,17.78073878064568,-3.899722616107249,17.45386129586146,-0.6761573020384016,-16.379506828825225,-1.5974612413821758,0.4342461308022305
,5.8275,2.8237,0.3066,8.132,,,,,4.1586,,0.137,,0.2432,100,100,100,100,100,100,28.429082704515846,7.919352001443099,38.93675438942676,-5.103058920910714,-31.179271492209356,-3.606822676854892,0.9804612164228865
2.0833,3.1587,0.43,6.2484,0.5467,0.1541,,0.4494,,0.1873,4.6297,,2.8554,,100,100,100,100,100,100,33.87582240690027,7.156076266700809,25.77583261214219,-0.07878413694244447,-29.99506759822965,-3.905909471201979,1.0617635227667346
,,0.8156,,,0.5558,0.226,1.8535,,,0.5349,,0.6155,,100,100,100,100,100,100,10.710470935242139,-4.026640165453538,5.01427392919878,0.3365451313153013,-7.958229049662914,-0.6034388067470641,0.16403588407509878
0.1227,,4.6108,0.144,0.1089,3.1933,,2.0556,,0.2236,,,1.6697,0.6136,100,100,100,100,100,100,26.390363044513578,-8.199755195519835,13.994784026256108,0.7649482278230416,-19.475483860642182,-2.1508006995135385,0.5846632504725936
,0.2843,0.4766,,2.5708,,0.1247,0.6542,,,2.629,,,3.8956,100,100,100,100,100,100,17.54068744161414,-3.634253205314926,11.498191136090922,1.5138335971057455,-15.685856489005198,-1.6068449358727916,0.43679694888759085
,,0.421,5.9909,,,4.0993,2.1671,,,0.7674,0.3467,0.213,0.972,100,100,100,100,100,100,28.106181093175056,-10.16413959603552,15.147890874164,-1.6329958011334662,-20.04255083978406,-2.0448437965136286,0.5558604388815775
2.5974,0.2468,0.3198,,2.2025,,0.5672,0.7354,,2.2046,,,,,100,100,100,100,100,100,13.777291509667846,3.4855931211256306,17.071569253014207,-2.3412499586676976,-14.466500833828697,-1.5795107509813155,0.4293665563871217
,,,3.5742,,,,,,,1.1988,,0.3999,,100,100,100,100,100,100,9.070507540437498,-1.5225048762481121,5.332072698934927,0.02469368839509707,-7.5185198777969395,-0.52292099260948,0.1421483112538334
4.2977,0.1635,,0.186,,,,1.0337,,2.0434,,,,0.6546,100,100,100,100,100,100,15.620804483415736,7.373045217719847,18.072671982117562,-2.3179765824119305,-15.579960244322699,-2.005431608296417,0.5451468204247231
8.5668,2.0034,,6.0237,,,,1.4122,,,,0.8923,,5.1194,100,100,100,100,100,100,47.12374814013648,11.842683680343573,39.26832667259382,-3.2880194362999813,-38.35746116641538,-5.67201692347359,1.5418536231477384
,0.3752,,,,,0.1619,,0.9694,,0.1618,5.1839,2.654,0.7918,100,100,100,100,100,100,13.426911522947965,-4.015125265837218,4.616166856623672,4.702873444145431,-10.438385835003507,-0.9424284259503821,0.256185181164645
,,,,0.2469,,2.8439,,9.9692,4.9205,0.8798,0.2571,1.9567,9.5616,100,100,100,100,100,100,58.58529124902636,-19.51746267357841,36.372612265007696,5.485469008299534,-45.10145477978031,-5.390090899935553,1.465216217668073
1.0649,2.4495,,4.3497,,,0.5951,1.5864,0.1445,0.1291,,,0.3708,,100,100,100,100,100,100,21.600464569220343,1.5469393989364117,16.45489606860286,-2.327363977792655,-16.690184321507967,-2.070458807421127,0.562823499448477
7.2252,,,1.1923,3.9877,,2.1674,,1.9732,0.2093,0.9761,3.8401,0.3981,,100,100,100,100,100,100,32.84934901171798,6.001689678770907,33.888144567851555,-4.710717457647171,-28.527025054707654,-3.7152100299748505,1.009924709809121
1.6537,,,,1.5482,0.3547,,,,0.4463,,,2.7139,,100,100,100,100,100,100,14.356294215795728,-0.6627592125309903,8.501630035947247,3.518873993723277,-12.686214653762178,-1.287845895556456,0.35008179399147665
,,,,,,,0.2617,3.5505,,,,,0.5534,100,100,100,100,100,100,11.67042917673181,-5.740091007865948,7.575892404164568,-0.2596567852596447,-7.409145273152241,-0.5485240602873123,0.1491081252310088
7.913,,6.6611,,,,,,8.5505,,4.4825,9.1911,6.4827,0.505,100,100,100,100,100,100,63.97610512542639,0.7230829841958746,48.93372001526067,3.015870244455471,-51.95644081894438,-7.053088066997015,1.9172773172580206
,3.0785,,,6.2244,2.0989,4.5927,0.616,,7.1173,,,,,100,100,100,100,100,100,33.00621618370263,-0.34499118668742734,37.54323594639925,-5.5709373348570095,-33.93111876350965,-3.758400670066472,1.021665444332635
,,0.4305,7.0043,5.8568,,,6.1322,2.5619,,,,0.1012,,100,100,100,100,100,100,38.71317565692314,-16.463858767442087,21.814716677583434,-3.716858777312678,-25.635366319985927,-2.6441052787742376,0.7187607792900305
0.2238,1.5587,4.6923,,,0.1382,,,,,,4.0063,2.3873,,100,100,100,100,100,100,17.37882463648127,-0.30591254615302627,13.367528882184313,2.2092866247090264,-15.50307814418852,-1.7306738398039319,0.4704579986962615
2.2464,2.2496,,1.0602,,,,0.5176,5.6733,7.8943,1.9186,,0.1273,,100,100,100,100,100,100,30.020454556084292,7.592084931558721,37.494727662537365,-5.532186699641282,-30.862492858707668,-3.9040221962973622,1.0612504950926602
0.1538,0.1075,0.8548,0.1483,,2.592,,0.1169,0.2409,,0.6855,4.8408,0.9519,,100,100,100,100,100,100,13.70655971764122,-3.4363753377562007,6.9939163522199355,0.4440684068652453,-10.239918136284281,-0.9847994813059058,0.2677031237409686
3.4276,0.2172,3.5115,,,,,,0.4191,0.9566,,,,,100,100,100,100,100,100,15.10682757839882,5.495669288983079,19.219482516019387,-2.6762128444151045,-15.076918234680308,-1.8054915255923243,0.49079607622049304
,,0.3499,,,0.3186,0.1458,2.7627,0.1251,,,2.0062,0.2772,0.3996,100,100,100,100,100,100,11.4759225324998,-5.256611447449707,4.555951861123797,0.09740248158792376,-7.676607143885474,-0.5778985642206772,0.15709314818296588
,,,,,,,0.205,0.7651,,0.1325,1.0298,3.0662,0.2716,100,100,100,100,100,100,12.206146929373375,-4.548575866885119,2.766180502417352,5.2984287261690515,-9.398994246407565,-0.7458672691171369,0.2027529478123069
4.493,,,,,,0.1202,,0.462,,0.4256,2.5141,,0.8732,100,100,100,100,100,100,14.48743883256775,6.524695224323311,15.585155951813057,-1.691599020896821,-13.197751393443115,-1.7303268335851505,0.4703636702055497
6.2449,0.1117,8.0566,,5.2657,,,,,0.2212,0.7028,0.8583,1.0937,,100,100,100,100,100,100,33.78294058345226,6.350450859370627,38.66113045982314,-3.7547251548343206,-32.54884410246929,-4.008820387156886,1.0897383279845796
1.9195,5.9947,0.6623,,,1.9369,3.0538,,,5.3983,6.3731,7.9059,,1.0392,100,100,100,100,100,100,37.520652590384785,16.78182652035293,44.6267313712849,-6.980690853947184,-40.42172923793316,-5.410573005504611,1.4707839740953639
0.2089,,1.7381,,,0.1971,3.6659,3.0133,0.2109,,0.7364,4.213,0.1474,0.1068,100,100,100,100,100,100,20.835916550253827,-8.444376213370592,12.779036484018711,-1.7666148007842946,-15.363062704305557,-1.4627735819478402,0.39763328946308196
,,0.1348,,,0.6819,,,1.7859,0.5012,,0.2824,,1.4477,100,100,100,100,100,100,11.218046659902036,-4.203985710369637,7.040176570738712,0.42514661223846234,-8.310795388703548,-0.6898597321666632,0.18752813009124478
1.4712,6.4705,9.5584,,2.1602,3.9009,,2.2009,2.8029,,,,0.1518,,100,100,100,100,100,100,53.56052312082727,1.9227296682263297,49.62959216545477,-8.328005623873608,-42.74985430081547,-5.823262839008146,1.5829675806693093
,0.9465,0.2846,,,3.241,1.6327,,,,,7.6257,,0.6015,100,100,100,100,100,100,17.14933261025209,-4.10447741564912,10.420943612916345,-1.336750924623549,-12.380285593314497,-1.307629782205957,0.3554597499676408
0.7319,0.7631,2.167,0.6352,3.3861,,4.7118,,,0.7225,,0.1353,0.3144,,100,100,100,100,100,100,22.819744229662092,-5.307760409277752,21.222129232386738,-2.3430411266345987,-20.081455921544745,-2.0049354373075654,0.5450119437049954
0.8371,1.2235,1.5018,0.1154,0.1093,1.0093,,,4.6702,,1.3085,0.8424,2.1974,,100,100,100,100,100,100,27.0029213766666,-4.393641326407431,18.35868769979309,0.8375252036208607,-20.067059707048433,-2.399894878491769,0.6523758062608457
0.1121,6.2241,,0.454,,,0.5671,8.0335,6.3604,,,,,,100,100,100,100,100,100,48.34558152640549,-6.39308294861289,33.60601278109757,-6.519145069681148,-32.05894556413685,-4.398103537235172,1.1955591750442256
,5.7955,,2.1316,,5.4147,0.7457,,0.3102,3.2977,1.1635,3.3583,,1.8753,100,100,100,100,100,100,38.77459251691526,5.683502800124133,33.20399903522154,-4.786277247682777,-33.14045815364391,-4.494194582792434,1.221680099707082
7.8446,,,,,,,,0.4837,0.7598,,,,2.5956,100,100,100,100,100,100,24.983353199462663,11.997547497239509,26.66130608225894,-2.3396861950622077,-22.915276224310198,-3.3295623029957993,0.9050920985662798
1.9511,,0.1709,0.4958,,2.8124,,,0.3671,0.6612,,0.1196,,,100,100,100,100,100,100,14.952762849983925,0.33107285496167516,11.797732251014985,-1.999751297284902,-11.762576553990845,-1.3491206531180266,0.3667384274656879
,5.2626,3.5019,1.9049,,2.1314,,,2.9002,,,,,0.1825,100,100,100,100,100,100,32.09565859864613,2.4880150394462253,29.316406193528753,-4.798144885697552,-24.964364695998892,-3.3601632814362845,0.9134105204110823
,,,2.3862,,0.3341,,,,,,,,4.4957,100,100,100,100,100,100,16.546374744354793,-5.087588285221832,7.027314396155931,2.604287395895197,-12.370308365319158,-1.2760305800176648,0.34686997581147416
,,0.1949,0.5836,0.5324,5.5365,8.0022,5.3131,7.8094,0.6103,0.2263,,0.2187,,100,100,100,100,100,100,64.66872540677655,-29.766984467576115,35.717079017164764,-6.440770491286178,-40.87261904949663,-4.640317962568635,1.261401571905476
,3.2433,0.7948,6.8399,,0.7094,0.2855,,0.2504,,0.8589,3.0804,,,100,100,100,100,100,100,23.5129501804314,2.25294857845743,19.21327111487387,-3.364711557757371,-18.706515674870346,-2.2699832026705793,0.6170612451873111
,0.1792,,,,2.9245,0.4201,,0.3455,,0.7893,9.5761,0.7766,1.8546,100,100,100,100,100,100,17.805841276960052,-5.2471163143616915,7.837767765477668,1.3975261494990754,-12.978623994359534,-1.3562196328194243,0.3686681797426877
3.828,,0.1499,2.2434,4.4211,2.3236,,,,4.9054,0.1581,0.3925,,6.0246,100,100,100,100,100,100,38.67945776259494,1.085399393317941,33.57669060709571,-0.6612502518387147,-35.78877704880556,-4.510570224735748,1.226131574941079
0.457,,,2.3359,,0.7906,0.1443,1.5092,1.5456,,,,0.5494,,100,100,100,100,100,100,16.75808855673976,-5.5274458765189,8.622112848718123,-0.5013369693179378,-11.05862829591441,-1.0795231567323085,0.2934523491266758
,,0.3913,0.9299,1.2303,0.1085,6.1952,0.6749,,0.2804,0.7724,,,4.6055,100,100,100,100,100,100,30.858587069384974,-12.180778934846494,18.152483709813847,0.9252891932169127,-24.096210566721766,-2.482832947277173,0.6749212893895044
6.4592,0.2988,5.4787,0.1159,0.1848,2.2089,,0.4707,,,1.7959,,,0.1453,100,100,100,100,100,100,30.8493869454078,9.357728079216999,32.63205678091369,-5.505096880875101,-27.739142550971962,-3.812007593470345,1.0362376908881867
4.5477,0.6001,,,1.304,,0.2143,1.61,,,,0.4256,1.424,2.8328,100,100,100,100,100,100,27.300570395890247,2.9263959713419117,19.88132374053852,1.2248903632834827,-22.510280605139084,-3.006153678951913,0.8171782637757695
2.4773,0.8264,0.9537,,,0.1672,9.8877,8.5169,,,,,0.4958,,100,100,100,100,100,100,50.94534493947948,-16.145981164266846,30.53332100961977,-5.24484804723259,-35.747246262211725,-4.207383625175057,1.1437147973944746
,,0.1915,,1.8005,,5.1244,3.0205,,,0.564,,,0.5796,100,100,100,100,100,100,23.190838372381524,-11.149224594940069,13.87723581807537,-1.6743079226675297,-17.122465912471768,-1.520585951275863,0.4133487240807531
,,0.1787,,0.147,8.766,,2.3985,5.0452,,0.6108,6.3452,,6.4939,100,100,100,100,100,100,56.20399908119546,-21.257677327696353,24.72970157541919,-0.1590658119410541,-35.64219051033552,-4.488384927447787,1.2201008311218198
7.7643,0.2294,1.2486,,1.0433,8.0604,,,,,2.8072,0.7044,,,100,100,100,100,100,100,42.79993520123031,8.414289692597201,36.42083628382028,-7.292233768484248,-34.59703934960459,-4.919663359030741,1.3373374722132212
0.1018,,4.1374,3.2267,,0.3364,,0.7312,,5.4896,0.3566,0.9793,0.1587,,100,100,100,100,100,100,17.55511442437521,0.6672128349339347,21.013744068183485,-2.532384641392226,-19.85850447280656,-1.9225907350883369,0.5226277584712852
0.3173,0.6736,,1.9015,,2.1259,,,,0.1652,,2.6928,,6.1529,100,100,100,100,100,100,26.0076164007556,-5.558871521874911,12.3981842136196,2.646301503214388,-19.276249095493398,-2.3657064059061548,0.6430821773741218
,2.52,0.3276,,,,,,0.2005,,,,,7.0041,100,100,100,100,100,100,23.499583114119073,-1.3373597224619214,14.156630011312403,3.3618034922552527,-19.024795182670328,-2.4572542845951824,0.6679681095482594
0.2588,,,,,,0.1122,0.3006,,6.4138,,8.7025,,,100,100,100,100,100,100,5.687889848263759,4.050263887014104,13.158865266936026,-1.3253793919795887,-11.463983555154233,-0.8941595454216765,0.24306400234367473
,,0.6867,0.4358,6.6298,,,,,0.9357,0.485,5.8798,2.6999,7.2093,100,100,100,100,100,100,33.58179696489485,-10.86827556874647,17.628558506620845,8.068971388896351,-28.62490110821627,-3.0629715231930468,0.8326233515081517
,0.5788,1.0043,0.3736,1.1293,,0.3194,,,,,,2.2736,,100,100,100,100,100,100,12.176758473927734,-2.821940891000947,6.43186175675888,3.2230722996236225,-10.412717563862236,-0.8933150989169999,0.24283445209367244
0.1945,,0.5137,,,1.4078,2.3781,3.6601,1.8167,0.1102,3.893,0.4714,,4.6357,100,100,100,100,100,100,36.248344287747436,-11.291987478991224,18.93648708974327,0.009650893591410548,-26.932731609505254,-3.120937288685684,0.8483804845966458
,,,0.3668,0.1725,,,3.1417,3.2519,4.2248,0.2493,,,,100,100,100,100,100,100,18.256391389483014,-4.977523516890389,15.610860297437306,-2.2694565786191467,-15.54767231111197,-1.5310757621343396,0.41620022348502567
0.1836,,0.1513,,,6.35,0.8483,,,,7.1507,,,,100,100,100,100,100,100,24.387633641705342,-2.003197784131522,15.394698986733852,-3.409957738917631,-20.465856062853618,-2.300508277244018,0.6253590336923475
0.1859,,0.586,,0.3447,,,,2.0143,,,1.0895,1.1852,1.3247,100,100,100,100,100,100,13.67747925156456,-5.033324807284266,7.2541416051946035,2.35071700045661,-10.12319382283581,-0.9069802194139278,0.24654911229889076
